household_ID,Consumption,Unnamed: 2
ID3176,5.492872448,
ID3179,55.61140736,
ID3180,0.028570115,
ID3188,22.39163752,
ID3191,35.84951279,
ID3194,13.03620037,
ID3195,28.10012834,
ID3198,17.25689191,
ID3200,0.787511959,
ID3201,10.85818195,
ID3202,32.61017207,
ID3203,11.85661079,
ID3205,52.77783877,
ID3207,22.73698933,
ID3208,8.911514073,
ID3211,5.641962734,
ID3212,26.25256429,
ID3213,28.70186349,
ID3215,10.16293148,
ID3219,18.9167186,
ID3222,240.8748194,
ID3224,18.09091408,
ID3225,22.85339485,
ID3228,36.13060918,
ID3229,36.15750951,
ID3230,24.71540899,
ID3231,30.89564052,
ID3233,24.59911911,
ID3235,23.32051662,
ID3236,21.02395454,
ID3237,65.47248328,
ID3238,57.05555715,
ID3239,13.24543266,
ID3241,18.3730317,
ID3244,20.29767194,
ID3246,40.02440187,
ID3248,44.02171395,
ID3249,10.32057589,
ID3251,23.21958045,
ID3253,44.60607386,
ID3254,16.54083051,
ID3257,13.99467399,
ID3260,18.07256907,
ID3261,24.16234113,
ID3262,21.50682785,
ID3263,39.03308532,
ID3267,66.79372956,
ID3268,15.16072971,
ID3270,19.47382376,
ID3271,33.9994223,
ID3272,16.98545353,
ID3274,12.02238386,
ID3275,0.0,
ID3276,25.07435453,
ID3277,24.15089732,
ID3279,52.73250992,
ID3281,25.62647937,
ID3282,40.00631073,
ID3285,11.65971258,
ID3287,24.73390762,
ID3291,34.73266431,
ID3293,70.61976769,
ID3294,21.6967758,
ID3295,25.05870342,
ID3296,30.32809129,
ID3297,11.0541722,
ID3305,20.9498095,
ID3306,19.02284197,
ID3307,70.18930677,
ID3308,17.74951438,
ID3309,18.09985308,
ID3312,29.39348738,
ID3313,14.29981389,
ID3314,31.57068633,
ID3319,12.34071774,
ID3320,20.85863372,
ID3321,22.88750373,
ID3322,2.828278041,
ID3332,7.533108576,
ID3342,21.7696998,
ID3343,19.83412634,
ID3344,18.20576546,
ID3346,67.48220876,
ID3347,29.63501175,
ID3348,35.44914042,
ID3349,22.17642532,
ID3350,23.20015668,
ID3351,55.26333269,
ID3352,17.28964241,
ID3353,26.26207341,
ID3354,3.072587019,
ID3355,18.41623571,
ID3356,42.04910061,
ID3358,19.27190048,
ID3359,19.54220745,
ID3360,17.96478693,
ID3361,38.32815914,
ID3362,16.03078233,
ID3363,29.33641028,
ID3364,43.0249634,
ID3365,19.19757336,
ID3366,65.89182967,
ID3376,34.20660085,
ID3377,14.60185832,
ID3378,18.47478645,
ID3381,19.58365224,
ID3382,17.45517739,
ID3383,17.92949444,
ID3385,169.0965535,
ID3389,38.08955201,
ID3390,7.925180332,
ID3394,15.90488958,
ID3395,99.69984422,
ID3399,31.24576315,
ID3400,11.52900836,
ID3405,31.05496543,
ID3406,18.76514834,
ID3408,16.3620305,
ID3409,7.665223442,
ID3410,3.38627304,
ID3420,24.50738664,
ID3427,3.493217187,
ID3428,6.860819985,
ID3438,42.76738254,
ID3439,42.40094908,
ID3440,19.51727183,
ID3445,37.80862663,
ID3449,26.10937779,
ID3450,40.10527513,
ID3451,42.75810623,
ID3453,19.4211109,
ID3454,42.57442045,
ID3456,21.64627429,
ID3457,48.12684477,
ID3458,15.29291132,
ID3459,33.369624,
ID3462,17.6947566,
ID3463,41.47593085,
ID3464,26.17029223,
ID3468,19.09613652,
ID3470,11.64979481,
ID3474,7.005510732,
ID3476,55.39004552,
ID3478,3.874281327,
ID3480,47.08056232,
ID3483,18.27240737,
ID3490,8.553802724,
ID3494,18.26604969,
ID3498,2.413011641,
ID3501,29.5977,
ID3503,18.15822363,
ID3504,23.44461312,
ID3509,27.78731974,
ID3511,16.05794258,
ID3514,14.85581094,
ID3515,50.982863,
ID3518,3.174920019,
ID3522,18.48507574,
ID3523,7.32112125,
ID3524,16.33143451,
ID3527,28.925443,
ID3531,43.62322291,
ID3533,10.91736031,
ID3534,29.04716131,
ID3536,5.710496101,
ID3541,30.21082498,
ID3542,28.37215928,
ID3543,14.7148584,
ID3546,10.37692531,
ID3549,25.71223711,
ID3550,28.06270044,
ID3552,40.76823273,
ID3555,35.36235859,
ID3556,17.18104459,
ID3557,27.68143003,
ID3558,35.97940377,
ID3559,39.95986098,
ID3560,3.697861813,
ID3561,20.42359113,
ID3564,46.40301466,
ID3565,33.99542497,
ID3566,4.897049392,
ID3568,25.24043794,
ID3573,14.08152575,
ID3580,24.60296345,
ID3585,35.92926829,
ID3588,13.75847369,
ID3591,28.80962738,
ID3597,24.83851571,
ID3599,15.27599257,
ID3601,24.24652039,
ID3602,60.51166463,
ID3612,10.09833592,
ID3613,36.36625788,
ID3614,11.24160409,
ID3624,113.9404091,
ID3625,50.60413172,
ID3627,0.0,
ID3632,48.9929529,
ID3635,27.97325684,
ID3636,19.05051998,
ID3638,19.50789053,
ID3639,15.25656585,
ID3640,37.04465611,
ID3642,4.394846749,
ID3643,77.34458136,
ID3644,16.296334,
ID3645,116.1435737,
ID3646,22.35460023,
ID3648,26.08777461,
ID3649,7.979125343,
ID3651,27.24678888,
ID3654,14.22113784,
ID3670,31.1542869,
ID3671,19.64529625,
ID3672,15.32941998,
ID3677,25.86409107,
ID3680,20.04877657,
ID3681,20.77184174,
ID3684,31.38173798,
ID3688,12.1368533,
ID3690,21.32364875,
ID3692,63.17059392,
ID3696,47.12148781,
ID3701,14.97672006,
ID3718,12.05175788,
ID3720,43.64278932,
ID3723,97.21558395,
ID3725,16.32843096,
ID3726,16.93955001,
ID3731,18.09413713,
ID3733,57.43953323,
ID3736,66.40698632,
ID3738,22.13965869,
ID3745,23.5689481,
ID3748,25.82920764,
ID3750,25.10156428,
ID3753,0.593522509,
ID3758,7.175798211,
ID3760,51.01117518,
ID3763,15.35925649,
ID3767,6.765099829,
ID3774,26.40067794,
ID3775,28.14243945,
ID3776,19.41016603,
ID3778,3.829775191,
ID3779,13.72236613,
ID3784,1.949587887,
ID3785,25.12823251,
ID3786,16.99423875,
ID3787,45.31124455,
ID3788,7.022926745,
ID3790,25.98625102,
ID3793,2.229694228,
ID3794,72.36080853,
ID3796,35.23824673,
ID3797,29.18674769,
ID3798,26.98736316,
ID3799,29.1504016,
ID3800,23.42701065,
ID3801,26.85815353,
ID3802,32.17911708,
ID3803,19.80159941,
ID3804,30.28872974,
ID3806,163.3904785,
ID3807,6.405986672,
ID3808,15.66773801,
ID3809,23.75105076,
ID3810,17.29226259,
ID3812,7.494602615,
ID3815,51.60771278,
ID3816,20.13140473,
ID3817,13.66624298,
ID3818,23.01320628,
ID3819,78.17768086,
ID3820,28.32050066,
ID3822,31.34129754,
