household_ID,SumOfAppliances
ID3135,176.0
ID3136,185.5
ID3137,348.25
ID3138,28.0
ID3139,125.5
ID3140,211.66
ID3141,224.1
ID3142,172.6
ID3143,74.8
ID3144,98.0
ID3145,192.12
ID3146,200.5
ID3147,264.5
ID3148,280.76
ID3149,193.25
ID3150,45.0
ID3151,265.81
ID3152,224.5
ID3153,247.0
ID3154,209.116
ID3155,230.25
ID3156,210.4
ID3157,200.0
ID3158,7.0
ID3159,85.0
ID3160,208.25
ID3161,196.0
ID3162,212.0
ID3163,216.75
ID3164,283.5
ID3165,153.5
ID3166,431.5
ID3167,238.5
ID3168,218.0
ID3169,103.05
ID3170,165.75
ID3171,170.0
ID3172,224.33
ID3173,223.5
ID3174,14.0
ID3175,311.0
ID3176,88.0
ID3177,29.0
ID3178,197.16
ID3179,208.98
ID3180,227.08
ID3181,194.75
ID3182,202.25
ID3183,194.0
ID3184,56.0
ID3185,232.3
ID3186,208.28
ID3187,198.08
ID3188,275.85
ID3189,109.17
ID3190,1.2
ID3191,237.68
ID3192,365.75
ID3193,170.0
ID3194,226.89
ID3195,228.25
ID3196,114.25
ID3197,210.0
ID3198,284.49
ID3199,227.75
ID3200,199.9
ID3201,245.91
ID3202,37.5
ID3203,279.95
ID3204,218.0
ID3205,248.41
ID3206,183.8
ID3207,427.06
ID3208,218.0
ID3210,219.2
ID3211,14.0
ID3212,182.25
ID3213,224.41
ID3214,210.33
ID3215,186.25
ID3216,11.0
ID3217,248.91
ID3218,189.25
ID3219,243.56
ID3220,203.5
ID3221,278.75
ID3222,423.5
ID3223,199.48
ID3224,177.25
ID3225,23.5
ID3226,179.0
ID3227,174.75
ID3228,191.5
ID3229,172.75
ID3230,181.25
ID3231,186.0
ID3232,310.5
ID3233,309.06
ID3234,216.75
ID3235,198.25
ID3236,181.41
ID3237,170.48
ID3238,185.5
ID3239,176.25
ID3240,195.0
ID3241,212.25
ID3242,323.15
ID3243,168.0
ID3244,222.0
ID3245,0.0
ID3246,210.75
ID3247,211.75
ID3248,198.31
ID3249,213.75
ID3250,3.74
ID3251,205.07
ID3252,110.75
ID3253,251.25
ID3254,186.5
ID3255,139.5
ID3256,171.45
ID3257,76.32
ID3258,177.25
ID3259,172.83
ID3260,215.5
ID3261,196.82
ID3262,178.08
ID3263,381.83
ID3264,0.0
ID3265,171.25
ID3266,191.75
ID3267,811.12
ID3268,240.58
ID3269,2.25
ID3270,190.6
ID3271,266.75
ID3272,183.75
ID3273,0.0
ID3274,3.31
ID3275,231.5
ID3276,168.0
ID3277,139.73
ID3278,176.06
ID3279,428.99
ID3280,190.5
ID3281,178.75
ID3282,216.0
ID3283,242.5
ID3284,183.25
ID3285,194.5
ID3286,181.65
ID3287,172.5
ID3288,210.75
ID3289,192.5
ID3290,184.0
ID3291,329.0
ID3292,214.0
ID3293,215.5
ID3294,177.5
ID3295,183.5
ID3296,205.5
ID3297,189.5
ID3298,206.25
ID3299,176.06
ID3300,192.5
ID3301,178.75
ID3302,168.25
ID3304,0.0
ID3305,223.66
ID3306,189.91
ID3307,237.73
ID3308,230.41
ID3309,240.25
ID3310,173.5
ID3311,191.88
ID3312,203.27
ID3313,251.36
ID3314,221.0
ID3315,264.12
ID3316,262.0
ID3317,14.0
ID3318,202.5
ID3319,186.33
ID3320,199.5
ID3321,214.75
ID3322,214.2
ID3323,191.81
ID3324,239.25
ID3325,179.25
ID3326,222.0
ID3327,196.75
ID3328,195.75
ID3329,243.5
ID3330,291.0
ID3331,230.25
ID3332,208.0
ID3333,178.0
ID3334,202.5
ID3335,0.5
ID3336,32.16
ID3337,18.25
ID3338,245.75
ID3339,296.25
ID3340,164.25
ID3341,176.81
ID3342,174.0
ID3343,238.65
ID3344,210.36
ID3345,198.97
ID3346,339.3
ID3347,246.22
ID3348,217.5
ID3349,237.33
ID3350,80.5
ID3351,186.25
ID3352,248.5
ID3353,190.0
ID3354,93.5
ID3355,41.0
ID3356,225.0
ID3357,17.7
ID3358,223.0
ID3359,243.05
ID3360,197.59
ID3361,180.5
ID3362,217.5
ID3363,198.28
ID3364,225.0
ID3365,4.0
ID3366,237.75
ID3367,253.37
ID3368,192.0
ID3369,180.88
ID3370,22.0
ID3371,35.75
ID3372,4.0
ID3373,172.61
ID3374,14.75
ID3375,171.99
ID3376,299.0
ID3377,21.5
ID3378,193.66
ID3379,244.0
ID3380,137.0
ID3381,4.5
ID3382,239.0
ID3383,214.55
ID3384,200.5
ID3385,24.0
ID3386,60.5
ID3387,222.25
ID3388,280.5
ID3389,203.91
ID3390,211.08
ID3391,252.55
ID3392,171.83
ID3393,0.75
ID3394,192.49
ID3395,233.025
ID3396,182.25
ID3397,263.25
ID3398,73.94
ID3399,204.4
ID3400,172.6
ID3401,177.51
ID3402,71.32
ID3403,245.5
ID3404,217.25
ID3405,215.5
ID3406,185.25
ID3408,239.0
ID3409,17.5
ID3410,8.33
ID3411,333.75
ID3412,197.95
ID3413,257.25
ID3414,206.56
ID3415,176.15
ID3416,176.5
ID3417,176.265
ID3418,84.97
ID3419,181.74
ID3420,239.32
ID3421,112.66
ID3422,149.7
ID3423,137.35
ID3424,104.0
ID3425,255.0
ID3426,47.5
ID3428,227.5
ID3429,178.43
ID3430,213.29
ID3431,177.5
ID3432,269.51
ID3433,223.25
ID3434,7.81
ID3435,64.0
ID3436,168.5
ID3437,110.0
ID3438,182.85
ID3439,214.5
ID3440,63.5
ID3441,204.5
ID3442,11.25
ID3443,205.49
ID3444,346.16
ID3445,273.56
ID3446,0.0
ID3447,185.0
ID3448,2.75
ID3449,7.81
ID3450,180.58
ID3451,172.62
ID3452,215.76
ID3453,227.49
ID3454,265.5
ID3455,9.0
ID3456,193.17
ID3457,246.57
ID3458,256.033
ID3459,145.5
ID3460,175.735
ID3461,198.5
ID3462,123.99
ID3463,189.22
ID3464,225.25
ID3465,43.0
ID3466,376.75
ID3467,172.75
ID3468,29.24
ID3469,151.07
ID3470,188.45
ID3471,198.3
ID3472,308.25
ID3473,211.66
ID3474,184.0
ID3475,395.5
ID3476,198.75
ID3477,189.99
ID3478,275.5
ID3479,415.0
ID3480,208.5
ID3482,376.91
ID3483,47.33
ID3484,182.16
ID3485,214.0
ID3486,268.615
ID3487,262.08
ID3488,261.5
ID3489,215.0
ID3490,196.0
ID3491,239.0
ID3492,81.5
ID3493,201.0
ID3494,183.88
ID3495,170.5
ID3497,184.5
ID3498,207.5
ID3499,208.0
ID3500,13.4
ID3501,203.33
ID3502,330.25
ID3503,172.7
ID3504,218.45
ID3505,196.0
ID3506,181.75
ID3507,26.25
ID3508,198.25
ID3509,195.25
ID3510,325.45
ID3512,17.5
ID3513,195.0
ID3514,172.16
ID3515,206.55
ID3516,3.5
ID3517,201.58
ID3518,298.5
ID3519,206.0
ID3520,359.57
ID3521,198.75
ID3522,195.0
ID3523,31.5
ID3524,195.5
ID3525,169.25
ID3526,129.16
ID3527,383.0
ID3528,234.95
ID3529,5.98
ID3530,200.75
ID3531,137.0
ID3532,247.0
ID3533,135.5
ID3534,177.0
ID3535,218.75
ID3536,0.0
ID3537,224.0
ID3538,230.75
ID3539,178.25
ID3540,173.0
ID3541,39.5
ID3542,190.0
ID3543,0.0
ID3544,191.0
ID3545,168.0
ID3546,169.25
ID3547,11.5
ID3548,201.55
ID3549,241.0
ID3550,179.5
ID3551,338.25
ID3552,220.0
ID3553,191.0
ID3554,96.5
ID3555,191.0
ID3556,174.21
ID3557,203.5
ID3558,212.75
ID3559,196.25
ID3560,35.0
ID3561,203.0
ID3562,185.5
ID3563,195.0
ID3564,200.98
ID3565,170.5
ID3566,168.0
ID3567,178.25
ID3568,206.5
ID3569,189.75
ID3570,207.88
ID3571,200.25
ID3572,240.0
ID3573,290.25
ID3574,602.25
ID3575,203.75
ID3576,200.75
ID3577,195.25
ID3578,202.25
ID3579,200.25
ID3580,222.33
ID3581,174.75
ID3582,60.25
ID3583,265.0
ID3584,186.25
ID3585,240.75
ID3586,76.5
ID3587,183.5
ID3588,189.16
ID3589,195.0
ID3590,17.5
ID3591,187.5
ID3592,218.0
ID3593,266.83
ID3594,222.4
ID3595,0.0
ID3596,247.0
ID3597,229.5
ID3598,185.75
ID3599,198.83
ID3600,175.0
ID3601,170.5
ID3602,197.5
ID3603,179.25
ID3604,16.25
ID3605,207.25
ID3606,199.16
ID3607,178.82
ID3608,223.81
ID3609,1.75
ID3610,341.75
ID3611,110.25
ID3612,178.5
ID3613,241.5
ID3614,109.5
ID3615,191.16
ID3616,178.83
ID3617,250.5
ID3618,182.25
ID3619,169.75
ID3620,281.83
ID3621,192.0
ID3622,178.0
ID3623,259.92
ID3624,714.56
ID3625,234.86
ID3626,170.03
ID3627,378.3
ID3628,199.0
ID3629,211.0
ID3631,307.5
ID3632,423.75
ID3633,355.25
ID3634,211.3
ID3635,238.57
ID3636,6.0
ID3637,161.0
ID3638,145.75
ID3639,269.5
ID3640,463.25
ID3641,5.0
ID3642,12.0
ID3643,224.0
ID3644,5.5
ID3645,471.0
ID3646,58.25
ID3647,227.25
ID3648,189.5
ID3649,181.5
ID3650,200.0
ID3651,181.64
ID3652,198.95
ID3653,22.75
ID3654,182.25
ID3655,197.25
ID3656,183.0
ID3657,184.25
ID3658,207.0
ID3659,84.0
ID3660,559.5
ID3661,242.58
ID3662,465.0
ID3663,304.16
ID3664,194.33
ID3665,175.75
ID3666,209.0
ID3667,223.25
ID3668,452.5
ID3669,47.5
ID3670,171.5
ID3671,211.0
ID3672,229.75
ID3673,259.75
ID3674,178.75
ID3675,168.0
ID3676,142.25
ID3677,192.75
ID3678,202.75
ID3679,56.0
ID3680,182.75
ID3681,179.49
ID3682,223.0
ID3683,3.5
ID3684,178.5
ID3685,187.58
ID3686,188.5
ID3687,2.58
ID3688,166.83
ID3689,185.0
ID3690,185.25
ID3691,218.25
ID3692,248.0
ID3693,107.25
ID3694,259.95
ID3695,49.95
ID3696,343.08
ID3697,283.25
ID3698,86.0
ID3699,48.0
ID3700,0.5
ID3701,188.0
ID3702,173.75
ID3703,1.45
ID3704,239.25
ID3705,185.0
ID3706,199.0
ID3707,203.25
ID3708,187.5
ID3709,347.5
ID3710,214.16
ID3711,65.25
ID3712,184.49
ID3713,131.0
ID3714,34.5
ID3715,209.5
ID3716,189.75
ID3717,4.0
ID3718,211.25
ID3719,28.0
ID3720,226.25
ID3721,213.83
ID3722,196.25
ID3723,24.0
ID3724,179.0
ID3725,377.25
ID3726,241.99
ID3727,196.75
ID3728,488.25
ID3729,4.0
ID3730,375.0
ID3731,196.75
ID3732,17.5
ID3733,537.72
ID3734,1.25
ID3735,260.5
ID3736,187.0
ID3737,194.25
ID3738,169.0
ID3739,471.43
ID3740,202.91
ID3741,208.55
ID3742,229.25
ID3743,224.5
ID3744,170.5
ID3745,181.0
ID3746,118.25
ID3747,247.24
ID3748,227.33
ID3749,204.25
ID3750,207.33
ID3751,144.27
ID3752,204.2
ID3753,219.75
ID3754,347.25
ID3755,180.0
ID3756,330.04
ID3757,184.75
ID3758,194.08
ID3760,440.25
ID3761,28.0
ID3762,285.25
ID3763,221.0
ID3764,271.43
ID3766,209.83
ID3767,213.25
ID3768,9.0
ID3769,176.25
ID3770,212.0
ID3771,16.0
ID3772,269.65
ID3773,213.0
ID3774,72.2
ID3775,195.583
ID3776,192.11
ID3777,220.62
ID3778,223.66
ID3779,179.06
ID3780,353.32
ID3781,225.5
ID3782,212.91
ID3783,402.08
ID3784,214.75
ID3785,197.0
ID3786,480.2
ID3787,188.32
ID3788,170.783
ID3789,168.0
ID3790,252.875
ID3791,188.5
ID3792,203.99
ID3793,457.75
ID3794,193.25
ID3795,116.0
ID3796,220.6
ID3797,191.75
ID3798,168.58
ID3799,303.16
ID3800,220.83
ID3801,119.0
ID3802,211.33
ID3803,210.8
ID3804,229.24
ID3805,23.625
ID3806,470.12
ID3807,173.75
ID3808,41.75
ID3809,213.41
ID3810,62.25
ID3811,240.75
ID3812,257.035
ID3813,195.0
ID3814,214.66
ID3815,173.4
ID3816,168.25
ID3817,230.3
ID3818,248.0
ID3819,231.065
ID3820,200.25
ID3821,28.75
ID3822,181.75
ID3823,246.32
ID3824,0.0
ID3825,247.8
ID3826,403.33
ID3827,219.12
ID3828,215.31
ID3829,202.25
ID3830,266.25
ID3831,270.5
ID3832,196.0
ID3833,235.0
ID3834,180.0
ID3835,0.0
ID3836,170.1
ID3837,36.0
ID3838,197.3
ID3839,183.25
ID3840,173.41
ID3841,207.08
ID3842,172.58
ID3843,13.5
ID3844,316.0
ID3845,174.25
ID3846,177.0
ID3847,216.0
ID3848,175.0
ID3849,174.0
ID3850,196.83
ID3851,187.5
ID3852,184.25
ID3853,116.26
ID3854,161.25
ID3855,274.25
ID3856,445.75
ID3858,174.75
ID3859,4.0
ID3860,178.25
ID3861,203.1
ID3862,173.0
ID3863,248.0
ID3864,32.0
ID3865,37.75
ID3866,43.91
ID3867,169.5
ID3868,36.0
ID3869,193.0
ID3870,11.25
ID3871,165.0
ID3872,20.0
ID3873,167.0
ID3874,227.0
ID3875,5.25
ID3876,0.0
ID3877,159.525
ID3878,12.0
ID3879,219.525
ID3880,191.025
ID3881,227.64
ID3882,170.25
ID3883,16.625
ID3884,170.5
ID3886,184.4
ID3887,4.25
ID3888,201.93
ID3889,213.87
ID3890,170.66
ID3891,163.5
ID3892,200.33
ID3893,186.13
ID3894,1.0
ID3895,183.0
ID3896,168.0
ID3897,181.07
ID3898,233.435
ID3899,176.5
ID3900,1.0
ID3901,192.7
ID3902,182.0
ID3903,257.36
ID3904,62.47
ID3905,205.0
ID3906,202.125
ID3907,52.1
ID3908,33.25
ID3909,148.16
ID3910,405.48
ID3911,194.16
ID3912,395.33
ID3913,283.0
ID3914,171.29
ID3915,7.33
ID3916,191.31
ID3917,80.41
ID3918,212.0
ID3920,3.5
ID3921,194.83
ID3922,68.81
ID3923,183.15
ID3924,142.12
ID3925,169.33
ID3926,4.25
ID3927,184.325
ID3928,166.53
ID3929,315.76
ID3930,191.12
ID3931,38.5
ID3932,199.32
ID3933,197.66
ID3934,251.43
ID3935,201.25
ID3936,86.16
ID3937,187.0
ID3938,509.0
ID3939,6.07
ID3940,338.0
ID3941,197.0
ID3942,198.17
ID3943,179.18
ID3944,1.0
ID3945,181.0
ID3946,175.0
ID3947,208.66
ID3948,191.88
ID3949,224.25
ID3950,213.0
ID3951,177.0
ID3952,190.25
ID3953,157.0
ID3954,170.83
ID3955,46.5
ID3956,177.25
ID3957,217.16
ID3958,31.75
ID3959,28.25
ID3960,192.08
ID3961,10.0
ID3962,168.0
ID3963,173.6
ID3964,225.25
ID3965,226.5
ID3966,104.0
ID3967,192.5
ID3968,262.33
ID3969,193.5
ID3970,184.5
ID3971,178.25
ID3972,219.65
ID3973,205.0
ID3974,205.0
ID3975,35.83
ID3976,12.0
ID3977,208.82
ID3978,185.5
ID3979,266.0
ID3980,205.25
ID3981,211.75
ID3982,184.75
ID3983,145.0
ID3984,151.5
ID3985,193.75
ID3986,192.5
ID3987,169.93
ID3988,190.6
ID3989,194.75
ID3990,204.0
ID3991,250.05
ID3992,176.5
ID3993,186.5
ID3994,188.0
ID3995,170.75
ID3996,0.0
ID3997,177.0
ID3998,206.58
ID4000,182.5
ID4001,199.0
ID4002,177.16
ID4003,194.75
ID4004,30.0
ID4005,175.33
ID4007,168.58
ID4008,194.83
ID4009,175.25
ID4010,206.8
ID4011,218.41
ID4012,186.65
ID4013,109.5
ID4014,7.0
ID4015,211.0
ID4016,57.5
ID4017,259.0
ID4018,45.5
ID4019,225.0
ID4020,188.81
ID4021,252.0
ID4022,24.0
ID4023,240.0
ID4024,224.81
ID4025,241.0
ID4026,211.0
ID4027,206.0
ID4028,244.5
ID4029,16.0
ID4030,0.33
ID4031,180.58
ID4032,181.0
ID4033,3.5
ID4034,16.0
ID4035,52.0
ID4036,2.5
ID4037,208.25
ID4038,168.33
ID4039,192.33
ID4040,197.85
ID4041,182.25
ID4042,180.5
ID4043,0.0
ID4044,45.33
ID4045,195.6
ID4046,175.33
ID4047,224.0
ID4048,369.185
ID4049,205.28
ID4050,170.08
ID4051,3.5
ID4052,181.25
ID4053,215.0
ID4054,292.66
ID4055,266.0
ID4056,169.0
ID4057,0.0
ID4058,176.33
ID4059,175.81
ID4060,175.0
ID4061,0.0
ID4062,48.25
ID4063,217.0
