household_ID,NoOfHoursStay
ID3087,318.0
ID3088,217.0
ID3089,336.0
ID3090,574.0
ID3091,436.0
ID3092,362.0
ID3093,398.0
ID3094,427.0
ID3095,449.0
ID3096,378.0
ID3097,652.0
ID3098,291.75
ID3099,292.0
ID3100,164.0
ID3101,548.0
ID3102,357.0
ID3103,730.0
ID3104,730.5
ID3105,922.0
ID3106,464.0
ID3107,773.75
ID3108,372.0
ID3109,420.0
ID3110,112.0
ID3111,314.0
ID3112,386.0
ID3113,888.0
ID3114,504.0
ID3115,485.0
ID3116,442.0
ID3117,354.0
ID3118,584.0
ID3119,168.0
ID3120,731.0
ID3121,210.0
ID3122,45.0
ID3123,407.0
ID3124,392.0
ID3125,252.0
ID3126,208.0
ID3127,449.0
ID3128,336.0
ID3129,400.0
ID3130,577.0
ID3131,334.0
ID3132,661.0
ID3133,0.0
ID3134,528.0
ID3135,259.0
ID3136,240.0
ID3137,408.0
ID3138,296.0
ID3139,672.0
ID3140,296.0
ID3141,150.0
ID3142,110.0
ID3143,108.0
ID3144,420.0
ID3145,430.0
ID3146,265.0
ID3147,496.0
ID3148,412.0
ID3149,658.0
ID3150,591.0
ID3151,378.0
ID3152,177.0
ID3153,336.0
ID3154,454.0
ID3155,572.0
ID3156,697.0
ID3157,336.0
ID3158,685.0
ID3159,298.0
ID3160,245.0
ID3161,96.0
ID3162,329.0
ID3163,394.0
ID3164,429.0
ID3165,416.0
ID3166,672.0
ID3167,408.0
ID3168,484.0
ID3169,588.0
ID3170,362.0
ID3171,663.0
ID3172,522.0
ID3173,571.0
ID3174,42.0
ID3175,454.0
ID3176,161.0
ID3177,958.0
ID3178,332.0
ID3179,262.0
ID3180,592.0
ID3181,264.0
ID3182,717.0
ID3183,252.0
ID3184,336.0
ID3185,614.0
ID3186,552.0
ID3187,435.0
ID3188,587.0
ID3189,504.0
ID3190,42.0
ID3191,713.0
ID3192,1130.0
ID3193,168.0
ID3194,262.0
ID3195,504.0
ID3196,333.0
ID3197,218.0
ID3198,739.0
ID3199,560.0
ID3200,168.0
ID3201,972.0
ID3202,398.0
ID3203,444.0
ID3204,753.0
ID3205,325.0
ID3206,699.0
ID3207,330.0
ID3208,352.0
ID3209,7.0
ID3210,470.0
ID3211,430.0
ID3212,530.0
ID3213,355.0
ID3214,561.0
ID3215,400.0
ID3216,806.0
ID3217,646.0
ID3218,730.0
ID3219,419.0
ID3220,541.0
ID3221,725.0
ID3222,444.0
ID3223,615.0
ID3224,620.5
ID3225,147.0
ID3226,48.0
ID3227,639.0
ID3228,388.0
ID3229,780.0
ID3230,416.0
ID3231,318.0
ID3232,630.0
ID3233,557.0
ID3234,298.0
ID3235,258.0
ID3236,370.0
ID3237,294.0
ID3238,316.0
ID3239,515.5
ID3240,880.0
ID3241,268.0
ID3242,498.0
ID3243,758.0
ID3244,701.25
ID3245,336.0
ID3246,748.0
ID3247,608.0
ID3248,648.0
ID3249,453.0
ID3250,106.0
ID3251,871.5
ID3252,617.0
ID3253,542.0
ID3254,562.5
ID3255,845.0
ID3256,168.0
ID3257,420.0
ID3258,646.0
ID3259,413.0
ID3260,211.0
ID3261,920.5
ID3262,501.0
ID3263,731.0
ID3264,0.0
ID3265,252.0
ID3266,762.0
ID3267,637.0
ID3268,158.0
ID3269,321.0
ID3270,252.0
ID3271,432.0
ID3272,252.0
ID3273,672.0
ID3274,308.0
ID3275,370.0
ID3276,504.0
ID3277,472.0
ID3278,292.0
ID3279,652.0
ID3280,240.0
ID3281,254.0
ID3282,458.0
ID3283,474.0
ID3284,662.0
ID3285,320.0
ID3286,704.0
ID3287,400.0
ID3288,522.0
ID3289,469.0
ID3290,497.0
ID3291,460.0
ID3292,140.0
ID3293,404.0
ID3294,668.0
ID3295,90.0
ID3296,376.0
ID3297,168.0
ID3298,372.0
ID3299,502.0
ID3300,84.0
ID3301,637.0
ID3302,132.0
ID3303,251.0
ID3304,126.0
ID3305,350.0
ID3306,294.0
ID3307,418.0
ID3308,450.0
ID3309,418.0
ID3310,336.0
ID3311,326.0
ID3312,570.0
ID3313,380.0
ID3314,728.0
ID3315,450.0
ID3316,300.0
ID3317,246.0
ID3318,296.0
ID3319,494.0
ID3320,406.0
ID3321,496.0
ID3322,154.0
ID3323,331.0
ID3324,388.0
ID3325,690.0
ID3326,401.0
ID3327,252.0
ID3328,192.0
ID3329,468.0
ID3330,368.0
ID3331,468.0
ID3332,368.0
ID3333,496.0
ID3334,452.0
ID3335,24.0
ID3336,527.0
ID3337,252.0
ID3338,544.0
ID3339,648.0
ID3340,278.0
ID3341,439.0
ID3342,696.0
ID3343,326.0
ID3344,552.0
ID3345,240.0
ID3346,504.0
ID3347,406.0
ID3348,620.0
ID3349,475.0
ID3350,522.0
ID3351,370.0
ID3352,320.0
ID3353,368.0
ID3354,250.0
ID3355,88.0
ID3356,310.0
ID3357,320.0
ID3358,687.0
ID3359,582.0
ID3360,449.0
ID3361,536.0
ID3362,888.0
ID3363,786.0
ID3364,537.0
ID3365,240.0
ID3366,644.0
ID3367,547.0
ID3368,598.0
ID3369,588.0
ID3370,336.0
ID3371,742.0
ID3372,331.0
ID3373,181.0
ID3374,120.0
ID3375,605.0
ID3376,1120.7
ID3377,192.5
ID3378,344.0
ID3379,559.0
ID3380,360.0
ID3381,624.0
ID3382,504.0
ID3383,476.0
ID3384,296.0
ID3385,756.0
ID3386,504.0
ID3387,394.0
ID3388,967.0
ID3389,320.0
ID3390,466.3
ID3391,658.0
ID3392,574.0
ID3393,360.0
ID3394,336.0
ID3395,672.0
ID3396,252.0
ID3397,876.0
ID3398,912.0
ID3399,680.0
ID3400,566.0
ID3401,468.0
ID3402,472.0
ID3403,583.0
ID3404,507.0
ID3405,594.0
ID3406,550.0
ID3407,311.0
ID3408,1023.0
ID3409,262.5
ID3410,46.0
ID3411,286.0
ID3412,336.0
ID3413,888.0
ID3414,210.0
ID3415,552.0
ID3416,381.0
ID3417,400.5
ID3418,168.0
ID3419,995.0
ID3420,783.0
ID3421,774.0
ID3422,407.0
ID3423,642.0
ID3424,555.0
ID3425,628.0
ID3426,639.0
ID3427,793.0
ID3428,210.0
ID3429,476.0
ID3430,538.0
ID3431,694.0
ID3432,481.0
ID3433,516.0
ID3434,804.5
ID3435,225.0
ID3436,420.0
ID3437,590.0
ID3438,1965.0
ID3439,368.0
ID3440,720.0
ID3441,787.0
ID3442,358.0
ID3443,672.0
ID3444,367.0
ID3445,418.0
ID3446,332.0
ID3447,153.0
ID3448,168.0
ID3449,1153.0
ID3450,774.0
ID3451,0.0
ID3452,687.0
ID3453,322.2
ID3454,571.0
ID3455,199.0
ID3456,589.0
ID3457,942.0
ID3458,405.0
ID3459,606.0
ID3460,420.0
ID3461,456.0
ID3462,397.0
ID3463,602.0
ID3464,189.0
ID3465,564.0
ID3466,464.0
ID3467,904.0
ID3468,770.6
ID3469,259.0
ID3470,551.5
ID3471,582.0
ID3472,261.0
ID3473,514.0
ID3474,165.0
ID3475,558.0
ID3476,378.5
ID3477,258.0
ID3478,507.5
ID3479,548.0
ID3480,488.0
ID3481,362.0
ID3482,805.0
ID3483,410.0
ID3484,318.0
ID3485,390.0
ID3486,638.3
ID3487,585.0
ID3488,432.0
ID3489,132.0
ID3490,336.0
ID3491,765.0
ID3492,586.0
ID3493,300.0
ID3494,586.0
ID3495,1240.0
ID3496,168.0
ID3497,386.0
ID3498,464.0
ID3499,410.0
ID3500,854.0
ID3501,160.0
ID3502,1260.0
ID3503,430.0
ID3504,692.0
ID3505,336.0
ID3506,842.0
ID3507,354.0
ID3508,445.0
ID3509,604.0
ID3510,672.0
ID3511,23.0
ID3512,889.0
ID3513,493.0
ID3514,165.9
ID3515,336.0
ID3516,508.0
ID3517,632.0
ID3518,552.0
ID3519,1075.0
ID3520,495.0
ID3521,436.0
ID3522,440.0
ID3523,238.0
ID3524,336.0
ID3525,336.0
ID3526,427.0
ID3527,343.0
ID3528,522.0
ID3529,628.0
ID3530,547.0
ID3531,168.0
ID3532,572.0
ID3533,463.0
ID3534,144.0
ID3535,428.0
ID3536,288.0
ID3537,537.0
ID3538,502.0
ID3539,637.0
ID3540,570.0
ID3541,820.0
ID3542,498.0
ID3543,298.0
ID3544,555.0
ID3545,483.0
ID3546,472.0
ID3547,464.0
ID3548,482.0
ID3549,188.0
ID3550,382.0
ID3551,694.0
ID3552,636.0
ID3553,336.0
ID3554,620.0
ID3555,546.0
ID3556,494.0
ID3557,308.0
ID3558,448.0
ID3559,270.0
ID3560,160.0
ID3561,750.0
ID3562,456.0
ID3563,420.0
ID3564,624.0
ID3565,168.0
ID3566,2.0
ID3567,667.0
ID3568,630.0
ID3569,190.0
ID3570,668.0
ID3571,622.0
ID3572,737.0
ID3573,742.0
ID3574,697.5
ID3575,256.5
ID3576,459.0
ID3577,420.0
ID3578,719.0
ID3579,406.0
ID3580,614.0
ID3581,566.0
ID3582,370.0
ID3583,650.0
ID3584,432.0
ID3585,504.0
ID3586,534.0
ID3587,663.0
ID3588,453.0
ID3589,336.0
ID3590,478.0
ID3591,989.0
ID3592,292.0
ID3593,498.0
ID3594,693.0
ID3595,336.0
ID3596,400.0
ID3597,506.0
ID3598,872.0
ID3599,306.0
ID3600,252.0
ID3601,784.0
ID3602,496.0
ID3603,302.0
ID3604,216.0
ID3605,368.0
ID3606,364.0
ID3607,336.0
ID3608,438.0
ID3609,140.0
ID3610,1054.0
ID3611,641.0
ID3612,336.0
ID3613,684.0
ID3614,448.0
ID3615,420.0
ID3616,168.0
ID3617,724.0
ID3618,155.0
ID3619,400.0
ID3620,343.0
ID3621,456.0
ID3622,336.0
ID3623,720.0
ID3624,422.0
ID3625,545.0
ID3626,322.0
ID3627,312.0
ID3628,204.0
ID3629,680.0
ID3630,278.0
ID3631,480.0
ID3632,468.0
ID3633,456.0
ID3634,336.0
ID3635,648.0
ID3636,414.0
ID3637,349.0
ID3638,488.0
ID3639,436.0
ID3640,387.0
ID3641,100.0
ID3642,140.0
ID3643,748.0
ID3644,273.0
ID3645,466.0
ID3646,922.0
ID3647,756.0
ID3648,968.0
ID3649,296.0
ID3650,164.0
ID3651,580.0
ID3652,573.0
ID3653,386.0
ID3654,243.0
ID3655,542.0
ID3656,336.0
ID3657,353.0
ID3658,384.0
ID3659,603.0
ID3660,466.0
ID3661,486.0
ID3662,737.0
ID3663,578.0
ID3664,328.0
ID3665,663.0
ID3666,444.0
ID3667,738.0
ID3668,240.0
ID3669,664.0
ID3670,460.5
ID3671,312.0
ID3672,491.5
ID3673,566.5
ID3674,375.75
ID3675,162.0
ID3676,315.0
ID3677,336.0
ID3678,328.0
ID3679,336.0
ID3680,269.0
ID3681,553.0
ID3682,757.0
ID3683,504.0
ID3684,411.0
ID3685,461.0
ID3686,499.0
ID3687,722.0
ID3688,430.0
ID3689,504.0
ID3690,336.0
ID3691,744.0
ID3692,794.0
ID3693,533.0
ID3694,144.0
ID3695,547.0
ID3696,490.0
ID3697,817.0
ID3698,536.0
ID3699,855.0
ID3700,687.0
ID3701,446.0
ID3702,794.0
ID3703,483.0
ID3704,564.0
ID3705,200.0
ID3706,270.0
ID3707,238.0
ID3708,336.0
ID3709,696.0
ID3710,486.0
ID3711,124.0
ID3712,399.5
ID3713,276.0
ID3714,712.0
ID3715,541.0
ID3716,656.0
ID3717,48.0
ID3718,336.0
ID3719,84.0
ID3720,336.0
ID3721,132.0
ID3722,539.0
ID3723,168.0
ID3724,50.0
ID3725,444.0
ID3726,542.0
ID3727,586.0
ID3728,874.0
ID3729,403.0
ID3730,520.0
ID3731,268.0
ID3732,171.0
ID3733,336.0
ID3734,446.0
ID3735,456.0
ID3736,546.0
ID3737,654.0
ID3738,811.0
ID3739,476.0
ID3740,308.0
ID3741,258.0
ID3742,504.0
ID3743,396.0
ID3744,622.0
ID3745,525.0
ID3746,398.0
ID3747,592.0
ID3748,360.0
ID3749,327.5
ID3750,413.25
ID3751,507.0
ID3752,228.0
ID3753,340.0
ID3754,240.0
ID3755,312.0
ID3756,301.0
ID3757,496.0
ID3758,368.0
ID3759,266.0
ID3760,562.0
ID3761,268.0
ID3762,408.0
ID3763,336.0
ID3764,528.0
ID3765,494.0
ID3766,428.0
ID3767,420.0
ID3768,571.0
ID3769,168.0
ID3770,494.0
ID3771,48.25
ID3772,461.5
ID3773,322.0
ID3774,255.0
ID3775,631.0
ID3776,389.0
ID3777,552.0
ID3778,244.0
ID3779,164.0
ID3780,249.0
ID3781,287.0
ID3782,379.0
ID3783,848.0
ID3784,660.0
ID3785,532.0
ID3786,516.0
ID3787,402.0
ID3788,228.0
ID3789,0.0
ID3790,624.0
ID3791,263.0
ID3792,561.0
ID3793,566.0
ID3794,312.0
ID3795,286.0
ID3796,343.0
ID3797,427.0
ID3798,150.0
ID3799,446.0
ID3800,672.0
ID3801,240.0
ID3802,708.0
ID3803,296.0
ID3804,681.0
ID3805,504.0
ID3806,688.0
ID3807,609.0
ID3808,574.0
ID3809,504.0
ID3810,486.0
ID3811,452.0
ID3812,231.0
ID3813,525.0
ID3814,506.0
ID3815,634.0
ID3816,0.0
ID3817,723.5
ID3818,599.0
ID3819,746.5
ID3820,336.0
ID3821,865.82
ID3822,448.0
ID3823,432.0
ID3824,132.0
ID3825,726.0
ID3826,544.0
ID3827,632.0
ID3828,238.0
ID3829,350.0
ID3830,251.0
ID3831,351.0
ID3832,388.0
ID3833,608.0
ID3834,419.0
ID3835,24.0
ID3836,338.0
ID3837,336.0
ID3838,987.0
ID3839,594.0
ID3840,489.0
ID3841,441.0
ID3842,728.0
ID3843,488.0
ID3844,679.5
ID3845,475.0
ID3846,696.0
ID3847,596.0
ID3848,452.0
ID3849,245.0
ID3850,138.0
ID3851,332.0
ID3852,853.0
ID3853,461.0
ID3854,790.0
ID3855,340.0
ID3856,457.0
ID3857,35.0
ID3858,789.0
ID3859,250.0
ID3860,403.0
ID3861,168.0
ID3862,270.0
ID3863,333.0
ID3864,110.0
ID3865,652.0
ID3866,1019.0
ID3867,482.0
ID3868,1210.5
ID3869,582.0
ID3870,1074.0
ID3871,708.0
ID3872,304.0
ID3873,336.0
ID3874,684.0
ID3875,456.0
ID3876,56.0
ID3877,774.0
ID3878,778.0
ID3879,1008.0
ID3880,672.0
ID3881,623.0
ID3882,228.0
ID3883,563.0
ID3884,540.0
ID3885,8.0
ID3886,938.0
ID3887,462.0
ID3888,793.0
ID3889,548.0
ID3890,954.0
ID3891,828.0
ID3892,706.0
ID3893,336.0
ID3894,171.0
ID3895,433.0
ID3896,0.0
ID3897,742.0
ID3898,433.0
ID3899,433.0
ID3900,377.0
ID3901,364.0
ID3902,336.0
ID3903,598.0
ID3904,451.0
ID3905,606.0
ID3906,539.0
ID3907,512.0
ID3908,734.0
ID3909,702.0
ID3910,459.0
ID3911,417.0
ID3912,478.0
ID3913,980.0
ID3914,366.0
ID3915,580.0
ID3916,317.0
ID3917,503.0
ID3918,663.0
ID3919,24.0
ID3920,264.0
ID3921,548.0
ID3922,165.0
ID3923,309.0
ID3924,484.0
ID3925,1135.0
ID3926,1389.0
ID3927,968.0
ID3928,364.0
ID3929,877.8
ID3930,623.0
ID3931,673.0
ID3932,750.0
ID3933,355.0
ID3934,786.0
ID3935,336.0
ID3936,304.0
ID3937,377.0
ID3938,514.0
ID3939,260.0
ID3940,606.0
ID3941,171.0
ID3942,432.0
ID3943,581.5
ID3944,336.0
ID3945,360.0
ID3946,216.0
ID3947,912.0
ID3948,504.0
ID3949,504.0
ID3950,612.0
ID3951,787.0
ID3952,360.0
ID3953,388.0
ID3954,440.0
ID3955,622.0
ID3956,551.0
ID3957,840.0
ID3958,606.0
ID3959,318.0
ID3960,336.0
ID3961,336.0
ID3962,316.0
ID3963,1176.0
ID3964,302.0
ID3965,543.0
ID3966,493.0
ID3967,74.0
ID3968,1072.0
ID3969,310.0
ID3970,664.0
ID3971,476.0
ID3972,544.0
ID3973,570.0
ID3974,424.0
ID3975,336.0
ID3976,340.0
ID3977,752.0
ID3978,426.0
ID3979,450.0
ID3980,590.0
ID3981,475.0
ID3982,521.0
ID3983,549.0
ID3984,596.0
ID3985,220.0
ID3986,564.0
ID3987,476.0
ID3988,540.0
ID3989,676.0
ID3990,563.0
ID3991,711.5
ID3992,344.0
ID3993,496.0
ID3994,412.0
ID3995,385.0
ID3996,672.0
ID3997,520.0
ID3998,276.0
ID3999,168.0
ID4000,922.0
ID4001,596.0
ID4002,751.0
ID4003,427.0
ID4004,364.0
ID4005,1001.0
ID4006,167.0
ID4007,567.0
ID4008,660.0
ID4009,318.0
ID4010,482.0
ID4011,780.0
ID4012,635.0
ID4013,642.0
ID4014,84.0
ID4015,147.0
ID4016,399.0
ID4017,550.0
ID4018,504.0
ID4019,472.0
ID4020,336.0
ID4021,1087.0
ID4022,492.0
ID4023,408.0
ID4024,652.0
ID4025,481.0
ID4026,602.0
ID4027,320.0
ID4028,466.0
ID4029,238.0
ID4030,484.5
ID4031,664.0
ID4032,726.0
ID4033,1277.0
ID4034,238.0
ID4035,532.0
ID4036,162.0
ID4037,451.0
ID4038,736.0
ID4039,611.0
ID4040,443.0
ID4041,328.0
ID4042,248.0
ID4043,50.0
ID4044,168.0
ID4045,164.0
ID4046,384.0
ID4047,333.0
ID4048,1190.0
ID4049,655.25
ID4050,632.0
ID4051,849.0
ID4052,679.0
ID4053,690.0
ID4054,825.0
ID4055,441.0
ID4056,372.0
ID4057,309.0
ID4058,821.0
ID4059,515.0
ID4060,130.0
ID4061,238.0
ID4062,336.0
ID4063,384.0
